Number,Species,Type 1,Type 2,Base HP,Base Str,Dot Str,Base Dex,Dot Dex,Base End,Dot End,Base Sp,Dot Sp,Base Spirit,Dot Spirit,ABILITY 1,ABILITY 2,H.ABILITY,Evolves From,Evolution Method,Height,Weight
711,Gourgeist,Ghost,Grass,6,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Pickup,Frisk,Insomnia,Pumpkaboo,Link Cable,1.7,39
712,Bergmite,Ice,,5,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,1,⬤,Own Tempo,Ice Body,Sturdy,,,1,99.5
713,Avalugg,Ice,,9,3,⬤⬤⬤,1,⬤,5,⬤⬤⬤⬤⬤,1,⬤,2,⬤⬤,Own Tempo,Ice Body,Sturdy,Bergmite,Ace Rank,2,505
713,Hisuian Avalugg,Ice,Rock,9,4,⬤⬤⬤⬤,1,⬤,5,⬤⬤⬤⬤⬤,1,⬤,1,⬤,Strong Jaw,Ice Body,Sturdy,Avalugg,Ace Rank,1.4,262.4
714,Noibat,Flying,Dragon,4,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Frisk,Infiltrator,Telepathy,,,0.5,8
715,Noivern,Flying,Dragon,8,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Frisk,Infiltrator,Telepathy,Noibat,Pro Rank,1.5,85
716,Xerneas,Fairy,,12,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Fairy Aura,,,,,3,215
717,Yveltal,Dark,Flying,12,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Dark Aura,,,,,5.8,203
718,10% Forme Zygarde,Dragon,Ground,5,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,Aura Break,Power Construct,,,,1.2,33.5
718,50% Forme Zygarde,Dragon,Ground,10,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Aura Break,Power Construct,,,,5,305
718,Complete Forme Zygarde,Dragon,Ground,21,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Power Construct,,,,,4.5,610
719,Diancie,Rock,Fairy,5,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Clear Body,,,,,0.7,8.8
719,Mega Diancie,Rock,Fairy,5,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Magic Bounce,,,,,1.1,27.8
720,Confined Hoopa,Psychic,Ghost,8,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Magician,,,,,0.5,9
720,Unbound Hoopa,Psychic,Ghost,8,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Magician,,,,,6.5,490
721,Volcanion,Fire,Water,8,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Water Absorb,,,,,1.7,195
722,Rowlet,Grass,Flying,6,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Long Reach,,,0.3,1
723,Dartrix,Grass,Flying,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Long Reach,Rowlet,Amateur Rank,0.7,16
724,Decidueye,Grass,Ghost,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Overgrow,,Long Reach,Dartrix,Ace Rank,1.6,36.6
724,Hisuian Decidueye,Grass,Fighting,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Overgrow,,Scrappy,Dartrix,Ace Rank,1.6,37
725,Litten,Fire,,4,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Blaze,,Intimidate,,,0.4,4.3
726,Torracat,Fire,,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Blaze,,Intimidate,Litten,Amateur Rank,0.7,25
727,Incineroar,Fire,Dark,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Blaze,,Intimidate,Torracat,Ace Rank,1.8,83
728,Popplio,Water,,5,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Torrent,,Liquid Voice,,,0.4,7.5
729,Brionne,Water,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Torrent,,Liquid Voice,Popplio,Amateur Rank,0.6,17.5
730,Primarina,Water,Fairy,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Torrent,,Liquid Voice,Brionne,Ace Rank,1.8,44
731,Pikipek,Normal,Flying,3,3,⬤⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Keen Eye,Skill Link,Pickup,,,0.3,1.2
732,Trumbeak,Normal,Flying,5,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Keen Eye,Skill Link,Pickup,Pikipek,Beginner Rank,0.6,14.8
733,Toucannon,Normal,Flying,8,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Keen Eye,Skill Link,Sheer Force,Trumbeak,Amateur Rank,1.1,26
734,Yungoos,Normal,,4,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Stakeout,Strong Jaw,Adaptability,,,0.4,6
735,Gumshoos,Normal,,8,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Stakeout,Strong Jaw,Adaptability,Yungoos,Amateur Rank,0.7,14.2
736,Grubbin,Bug,,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Swarm,,,,,0.4,4.4
737,Charjabug,Bug,Electric,5,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Battery,,,Grubbin,Amateur Rank,0.5,10.5
738,Vikavolt,Bug,Electric,7,2,⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Levitate,,,Charjabug,Thunder Stone,1.5,45
739,Crabrawler,Fighting,,4,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Hyper Cutter,Iron Fist,Anger Point,,,0.6,7
740,Crabominable,Fighting,Ice,9,4,⬤⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Hyper Cutter,Iron Fist,Anger Point,Crabrawler,Ice Stone,1.7,180
741,Baile Style Oricorio,Fire,Flying,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Dancer,,,,,0.6,3.4
741,Pau Style Oricorio,Electric,Flying,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Dancer,,,,,0.6,3.4
741,Pom Style Oricorio,Psychic,Flying,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Dancer,,,,,0.6,3.4
741,Sensu Style Oricorio,Ghost,Flying,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Dancer,,,,,0.6,3.4
742,Cutiefly,Bug,Fairy,4,2,⬤⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,Honey Gather,Shield Dust,Sweet Veil,,,0.1,0.2
743,Ribombee,Bug,Fairy,6,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Honey Gather,Shield Dust,Sweet Veil,Cutiefly,Amateur Rank,0.2,0.5
744,Rockruff,Rock,,4,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Keen Eye,Vital Spirit,Steadfast,,,0.5,9.2
745,Midday Form Lycanroc,Rock,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Keen Eye,Sand Rush,Steadfast,Rockruff,Amateur Rank,0.8,25
745,Midnight Form Lycanroc,Rock,,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Keen Eye,Vital Spirit,No Guard,Lycanroc-Midday,Amateur Rank,1.1,25
745,Dusk Form Lycanroc,Rock,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Tough Claws,,,Lycanroc-Midnight,Amateur Rank,0.8,25
746,Solo Form Wishiwashi,Water,,4,1,⬤,1,⬤,1,⬤,1,⬤,1,⬤,Schooling,,,,,0.2,0.3
746,School Form Wishiwashi,Water,,4,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Schooling,,,,,8.2,78.6
747,Mareanie,Poison,Water,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Merciless,Limber,Regenerator,,,0.4,8
748,Toxapex,Poison,Water,5,2,⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,Merciless,Limber,Regenerator,Mareanie,Ace Rank,0.7,14.5
749,Mudbray,Ground,,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Own Tempo,Stamina,Inner Focus,,,1,110
750,Mudsdale,Ground,,10,4,⬤⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Own Tempo,Stamina,Inner Focus,Mudbray,Ace Rank,2.5,920
751,Dewpider,Water,Bug,3,1,⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Water Bubble,,Water Absorb,,,0.3,4
752,Araquanid,Water,Bug,6,2,⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,Water Bubble,,Water Absorb,Dewpider,Amateur Rank,1.8,82
753,Fomantis,Grass,,4,2,⬤⬤,1,⬤,1,⬤,2,⬤⬤,1,⬤,Leaf Guard,,Contrary,,,0.3,1.5
754,Lurantis,Grass,,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Leaf Guard,,Contrary,Fomantis,Ace Rank,0.9,18.5
755,Morelull,Grass,Fairy,4,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,Illuminate,Effect Spore,Rain Dish,,,0.2,1.5
756,Shiinotic,Grass,Fairy,6,2,⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Illuminate,Effect Spore,Rain Dish,Morelull,Amateur Rank,1,11.5
757,Salandit,Poison,Fire,4,1,⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,Corrosion,,Oblivious,,,0.6,4.8
758,Salazzle,Poison,Fire,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Corrosion,,Oblivious,Salandit,Ace Rank,1.2,22.2
759,Stufful,Normal,Fighting,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Fluffy,Klutz,Cute Charm,,,0.5,6.8
760,Bewear,Normal,Fighting,12,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Fluffy,Klutz,Cute Charm,Stufful,Amateur Rank,2.1,135
761,Bounsweet,Grass,,4,1,⬤,1,⬤,1,⬤,1,⬤,1,⬤,Leaf Guard,Oblivious,Sweet Veil,,,0.3,3.2
762,Steenee,Grass,,5,1,⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Leaf Guard,Oblivious,Sweet Veil,Bounsweet,Amateur Rank,0.7,8.2
763,Tsareena,Grass,,7,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Leaf Guard,Queenly Majesty,Sweet Veil,Steenee,Ace Rank,1.2,21.4
764,Comfey,Fairy,,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Flower Veil,Triage,Natural Cure,,,0.1,0.3
765,Oranguru,Normal,Psychic,9,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Inner Focus,Telepathy,Symbiosis,,,1.5,76
766,Passimian,Fighting,,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Receiver,,Defiant,,,2,82.8
767,Wimpod,Bug,Water,2,1,⬤,3,⬤⬤⬤,1,⬤,1,⬤,1,⬤,Wimp Out,,,,,0.5,12
768,Golisopod,Bug,Water,7,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Emergency Exit,,,Wimpod,Ace Rank,2,108
769,Sandygast,Ghost,Ground,5,2,⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Water Compaction,,Sand Veil,,,0.5,70
770,Palossand,Ghost,Ground,8,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Water Compaction,,Sand Veil,Sandygast,Pro Rank,1.3,250
771,Pyukumuku,Water,,5,2,⬤⬤,1,⬤,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,Innards Out,,Unaware,,,0.3,1.2
772,Type: Null,Normal,,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Battle Armor,,,,,1.9,120.5
773,Silvally,Normal,,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,RKS System,,,Type: Null,Max Friendship,2.3,100.5
774,Shell Form Minior,Rock,Flying,6,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Shields Down,,,,,0.3,40
774,Core Minior,Rock,Flying,6,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Shields Down,,,,,0.3,0.3
775,Komala,Normal,,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Comatose,,,,,0.4,19.9
776,Turtonator,Fire,Dragon,6,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Shell Armor,,,,,2,212
777,Togedemaru,Electric,Steel,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Iron Barbs,Lightning Rod,Sturdy,,,0.3,3.3
778,Mimikyu,Ghost,Fairy,5,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Disguise,,,,,0.2,0.7
779,Bruxish,Water,Psychic,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Dazzling,Strong Jaw,Wonder Skin,,,0.9,19
780,Drampa,Normal,Dragon,7,2,⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Berserk,Sap Sipper,Cloud Nine,,,3,185
781,Dhelmise,Ghost,Grass,7,4,⬤⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Steelworker,,,,,3.9,210
782,Jangmo-o,Dragon,,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Bulletproof,Soundproof,Overcoat,,,0.6,29.7
783,Hakamo-o,Dragon,Fighting,5,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Bulletproof,Soundproof,Overcoat,Jangmo-o,Ace Rank,1.2,47
784,Kommo-o,Dragon,Fighting,7,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Bulletproof,Soundproof,Overcoat,Hakamo-o,Pro Rank,1.6,78.2
785,Tapu Koko,Electric,Fairy,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Electric Surge,,Telepathy,,,1.8,20.5
786,Tapu Lele,Psychic,Fairy,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Psychic Surge,,Telepathy,,,1.2,18.6
787,Tapu Bulu,Grass,Fairy,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Grassy Surge,,Telepathy,,,1.9,45.5
788,Tapu Fini,Water,Fairy,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Misty Surge,,Telepathy,,,1.3,21.2
789,Cosmog,Psychic,,4,1,⬤,1,⬤,1,⬤,1,⬤,1,⬤,Unaware,,,,,0.2,0.1
790,Cosmoem,Psychic,,4,1,⬤,1,⬤,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,Sturdy,,,Cosmog,Pro Rank,0.1,999.9
791,Solgaleo,Psychic,Steel,13,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Full Metal Body,,,Cosmoem,Elite Rank,3.4,230
792,Lunala,Psychic,Ghost,13,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Shadow Shield,,,Solgaleo,Elite Rank,4,120
793,Nihilego,Rock,Poison,10,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Beast Boost,,,,,1.2,55.5
794,Buzzwole,Bug,Fighting,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,Beast Boost,,,,,2.4,333.6
795,Pheromosa,Bug,Fighting,7,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,1,⬤,Beast Boost,,,,,1.8,25
796,Xurkitree,Electric,,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Beast Boost,,,,,3.8,100
797,Celesteela,Steel,Flying,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Beast Boost,,,,,9.2,999.9
798,Kartana,Grass,Steel,5,5,⬤⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,1,⬤,Beast Boost,,,,,0.3,0.1
799,Guzzlord,Dark,Dragon,22,3,⬤⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Beast Boost,,,,,5.5,888
800,Necrozma,Psychic,,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Prism Armor,,,,,2.4,230
800,Dusk Mane Necrozma,Psychic,Steel,9,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Prism Armor,,,,,3.8,460
800,Dawn Wings Necrozma,Psychic,Ghost,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Prism Armor,,,,,4.2,350
800,Ultra Necrozma,Psychic,Dragon,9,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Neuroforce,,,,,7.5,230
801,Magearna,Steel,Fairy,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Soul-Heart,,,,,1,80.5
802,Marshadow,Fighting,Ghost,9,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Technician,,,,,0.7,22.2
803,Poipole,Poison,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Beast Boost,,,,,0.6,2
804,Naganadel,Poison,Dragon,7,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Beast Boost,,,Poipole,Elite Rank,3.6,150
805,Stakataka,Rock,Steel,6,4,⬤⬤⬤⬤,1,⬤,5,⬤⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Beast Boost,,,,,5.5,820
806,Blacephalon,Fire,Ghost,5,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Beast Boost,,,,,1.8,13
807,Zeraora,Electric,,8,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Volt Absorb,,,,,1.5,44
808,Meltan,Steel,,4,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,1,⬤,Magnet Pull,,,,,0.2,8
809,Melmetal,Steel,,13,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Iron Fist,,,Meltan,Hex Nut,2.5,800
809,Mega Melmetal,Steel,,13,5,⬤⬤⬤⬤⬤,2,⬤⬤,5,⬤⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Iron Fist,,,,,2.5,800
810,Grookey,Grass,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,Overgrow,,Grassy Surge,,,0.3,5
811,Thwackey,Grass,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Grassy Surge,Grookey,Amateur Rank,0.7,14
812,Rillaboom,Grass,,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Grassy Surge,Thwackey,Ace Rank,7,90
812,Mega Rillaboom,Grass,Normal,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Grassy Surge,,,,,7,90
813,Scorbunny,Fire,,5,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Blaze,,Libero,,,0.3,4.5
814,Raboot,Fire,,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Blaze,,Libero,Scorbunny,Amateur Rank,0.6,9
815,Cinderace,Fire,,8,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Blaze,,Libero,Raboot,Ace Rank,1.4,33
815,Mega Cinderace,Fire,Fighting,8,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Libero,,,,,1.4,33
816,Sobble,Water,,5,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Torrent,,Sniper,,,0.3,4
817,Drizzile,Water,,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Torrent,,Sniper,Sobble,Amateur Rank,0.7,12
818,Inteleon,Water,,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Torrent,,Sniper,Drizzle,Ace Rank,1.9,45
818,Mega Inteleon,Water,Dark,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Sniper,,,,,1.9,45
819,Skwovet,Normal,,7,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,1,⬤,Cheek Pouch,,Gluttony,,,0.3,2.5
820,Greedent,Normal,,12,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Cheek Pouch,,Gluttony,Skwovet,Amateur Rank,0.6,6
821,Rookidee,Flying,,3,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Keen Eye,Unnerve,Big Pecks,,,0.2,2
822,Corvisquire,Flying,,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Keen Eye,Unnerve,Big Pecks,Rookidee,Amateur Rank,0.8,16
823,Corviknight,Flying,Steel,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Pressure,Unnerve,Mirror Armor,Corvisquire,Ace Rank,2.2,75
823,Mega Corviknight,Flying,Steel,9,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Wind Rider,,,,,2.2,75
824,Blipbug,Bug,,2,1,⬤,2,⬤⬤,1,⬤,1,⬤,2,⬤⬤,Swarm,Compound Eyes,Telepathy,,,0.4,8
825,Dottler,Bug,Psychic,5,1,⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Swarm,Compound Eyes,Telepathy,Blipbug,Beginner Rank,0.4,19
826,Orbeetle,Bug,Psychic,6,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Swarm,Frisk,Telepathy,Dottler,Ace Rank,0.4,41
826,Mega Orbeetle,Bug,Psychic,6,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Tinted Lens,,,,,0.4,41
827,Nickit,Dark,,4,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,Run Away,Unburden,Stakeout,,,0.6,9
828,Thievul,Dark,,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Run Away,Unburden,Stakeout,Nickit,Amateur Rank,1.2,20
829,Gossifleur,Grass,,4,1,⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Cotton Down,Regenerator,Effect Spore,,,0.4,2
830,Eldegoss,Grass,,6,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,Cotton Down,Regenerator,Effect Spore,Gossifleur,Amateur Rank,0.5,2
831,Wooloo,Normal,,4,1,⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Fluffy,Run Away,Bulletproof,,,0.6,6
